lat,lng,hour,day_of_week,month,is_weekend,is_night,is_late_evening,dist_to_risk_zone_km,dist_to_safe_zone_km,incident_count_500m,lighting_score,population_density,police_presence,user_speed_ms,risk_score,risk_label
26.95483584426951,75.73474981749936,18,1,12,0,0,0,7.4236,7.4975,3,0.863,0.698,0.256,0.92,0.109,0
26.861197928675818,75.88190211095049,2,0,11,0,1,1,11.6469,7.5785,4,0.331,0.258,0.317,2.56,0.597,1
26.817263193286294,75.81639445918144,7,6,5,1,0,0,10.336,8.0837,4,0.606,0.95,0.457,6.8,0.198,0
26.983001891093473,75.74618977841392,2,6,4,1,1,1,8.8464,9.0686,2,0.168,0.276,0.762,2.38,0.696,2
26.831835298754154,75.81030144533983,3,3,5,0,1,1,8.5994,6.5454,2,0.451,0.327,0.618,2.42,0.535,1
26.8711183688529,75.84917223109571,14,5,6,1,0,0,8.0992,3.8572,5,0.86,0.791,0.677,4.41,0.117,0
26.88751659052799,75.70609638796817,5,2,6,0,1,1,7.1881,9.4273,1,0.286,0.272,0.372,1.79,0.529,1
26.819869637749843,75.85182011213193,6,5,5,1,0,1,12.3631,8.5483,1,0.809,0.839,0.329,1.95,0.152,0
26.82273634423372,75.79357092631363,22,5,11,1,1,1,8.7544,8.0219,4,0.229,0.343,0.362,1.16,0.681,2
26.817470148683093,75.8798296829356,2,4,11,0,1,1,14.7373,10.4365,3,0.163,0.19,0.53,2.51,0.641,1
26.86838677938919,75.87827305613264,5,4,12,0,1,1,10.8748,6.8989,3,0.199,0.22,0.655,0.03,0.572,1
26.821600528404353,75.6954457604638,7,1,8,0,0,0,11.8491,14.3365,3,0.797,0.631,0.304,1.14,0.137,0
26.935570019610445,75.81431873017353,12,2,11,0,0,0,2.7541,0.7823,0,0.75,0.738,0.502,3.88,0.104,0
26.844986885416287,75.70141374948008,22,4,4,0,1,1,9.6221,12.1193,1,0.334,0.383,0.545,0.98,0.564,1
26.904050578098303,75.79642335786319,21,2,1,0,0,1,1.7774,1.3728,4,0.628,0.371,0.211,0.2,0.359,1
26.82663772969205,75.75109512605876,7,6,1,1,0,0,8.1945,10.3331,1,0.926,0.497,0.271,2.39,0.126,0
26.98789440270541,75.83431420876077,10,3,5,0,0,0,8.7086,6.97,2,0.9,0.865,0.794,1.06,0.056,0
26.9676825921484,75.7554607080506,2,1,10,0,1,1,6.8757,7.0813,5,0.461,0.261,0.696,0.77,0.634,1
26.890240335746835,75.68946753029606,22,2,4,0,1,1,8.9805,11.1345,1,0.228,0.386,0.77,1.7,0.567,1
26.902089104395667,75.74594215433962,20,3,7,0,0,1,2.7087,4.7312,3,0.916,0.364,0.497,0.12,0.251,0
26.90070610027468,75.86484083655166,20,3,3,0,0,1,8.0427,5.1172,1,0.657,0.833,0.571,0.21,0.163,0
26.952593826291825,75.70185260127285,8,1,4,0,0,0,9.6924,10.4816,2,0.634,0.991,0.425,0.93,0.146,0
27.001849715476773,75.88450021276458,23,4,9,0,1,1,13.4625,11.4887,2,0.411,0.276,0.455,4.74,0.529,1
26.910925020858173,75.68957072895348,8,5,10,1,0,0,9.0422,10.8492,1,0.648,0.382,0.59,2.74,0.159,0
27.00483450969491,75.76227411590475,13,4,7,0,0,0,10.093,9.8521,2,0.985,0.309,0.782,0.09,0.151,0
26.91794022181726,75.88589295922387,11,1,3,0,0,0,10.0917,7.9445,0,0.822,0.979,0.514,1.99,0.073,0
26.903308212953558,75.81281161601682,16,3,2,0,0,0,2.7096,1.6789,2,0.712,0.965,0.734,1.22,0.102,0
26.867876236596228,75.72492423194475,1,6,2,1,1,1,6.0179,8.5066,2,0.131,0.393,0.792,2.4,0.685,2
26.874305523257267,75.8500590039414,4,5,3,1,1,1,7.9421,3.764,1,0.464,0.35,0.77,2.59,0.633,1
26.896048607258127,75.8738456966708,21,3,10,0,0,1,9.1468,6.0145,1,0.611,0.564,0.686,8.73,0.198,0
26.93122614307043,75.76347817132621,2,3,7,0,1,1,3.4406,3.3703,4,0.209,0.136,0.719,3.35,0.679,2
27.01172736741478,75.79838634112053,19,3,9,0,0,0,10.1887,9.1629,4,0.652,0.968,0.564,0.52,0.154,0
26.93602564809158,75.75893254360658,8,4,1,0,0,0,4.1628,4.0978,0,0.869,0.664,0.663,1.47,0.105,0
26.922781367754897,75.79948759430708,21,5,2,1,0,1,0.586,1.4155,2,0.612,0.829,0.572,2.44,0.339,0
26.839674295117355,75.69020893313358,21,4,5,0,0,1,10.9708,13.4652,2,0.775,0.933,0.409,1.44,0.228,0
26.891708556464256,75.81171734004558,20,2,2,0,0,1,3.6476,0.9387,2,0.971,0.644,0.355,1.23,0.25,0
26.910923618798577,75.7530503220575,9,3,3,0,0,0,2.3659,3.8052,2,0.652,0.39,0.291,0.3,0.193,0
26.84877601687983,75.75643345666478,14,0,12,0,0,0,5.6676,7.8495,3,0.677,0.329,0.301,0.65,0.163,0
26.830140506751412,75.71142717422012,23,2,9,0,1,1,9.9503,12.4217,1,0.246,0.261,0.614,0.08,0.601,1
26.93798007789818,75.70365180638977,5,4,2,0,1,1,8.5984,9.7094,2,0.211,0.346,0.649,0.41,0.552,1
26.88649442055828,75.78420459703821,20,2,11,0,0,1,2.0291,2.896,2,0.899,0.326,0.351,2.5,0.285,0
26.914735488423133,75.79372269705307,16,4,4,0,0,0,0.6013,0.7586,0,0.779,0.673,0.345,0.63,0.226,0
26.81641423955555,75.75171583311663,4,2,3,0,1,1,9.2807,11.143,1,0.148,0.369,0.556,2.27,0.607,1
26.912088439785812,75.70468405761748,17,6,9,1,0,0,7.4168,9.1704,3,0.651,0.499,0.418,2.08,0.184,0
26.88361934517957,75.8846030497586,0,4,6,0,1,1,10.7345,7.2058,2,0.161,0.189,0.296,0.41,0.601,1
26.847074719058952,75.86665308492529,15,0,2,0,0,0,11.3482,7.037,0,0.81,0.587,0.789,0.24,0.07,0
27.006294086655075,75.8604014251788,11,6,5,1,0,0,12.0188,10.1497,2,0.867,0.951,0.534,1.7,0.056,0
26.966298586638388,75.72470874971151,7,0,4,0,0,0,9.0966,9.1686,2,0.697,0.38,0.566,0.68,0.167,0
26.84327254305484,75.78352802037097,18,0,2,0,0,0,6.2576,6.5797,1,0.735,0.394,0.238,9.2,0.136,0
26.974374889170928,75.73822813095275,23,3,2,0,1,1,8.7258,8.7746,4,0.24,0.38,0.698,6.71,0.564,1
26.95857349504073,75.87496809136421,17,6,3,1,0,0,9.8552,7.8781,1,0.896,0.702,0.705,0.3,0.105,0
26.852725464009552,75.72003118857315,4,5,8,1,1,1,7.4846,9.9815,1,0.366,0.266,0.415,4.19,0.652,2
26.975719887894318,75.77512698171405,17,1,5,0,0,0,6.5665,6.3827,2,0.899,0.652,0.339,4.6,0.101,0
26.921110572222798,75.86859442219291,16,6,10,1,0,0,8.1699,6.4047,1,0.976,0.739,0.401,0.3,0.104,0
26.936414551185706,75.79399221839526,13,1,9,0,0,0,1.8254,1.9142,2,0.725,0.474,0.646,0.07,0.166,0
26.96489173714814,75.86265312735235,23,5,4,1,1,1,9.0124,7.0113,2,0.439,0.156,0.438,3.19,0.642,1
26.85825027904653,75.83175051367861,22,2,7,0,1,1,7.7411,3.7578,4,0.238,0.171,0.745,1.75,0.61,1
26.904801160728827,75.87675666792236,21,5,6,1,0,1,9.2305,6.5107,1,0.802,0.728,0.211,4.11,0.255,0
26.925426636717845,75.82663016477538,14,4,8,0,0,0,3.5622,1.9145,2,0.831,0.725,0.454,2.67,0.154,0
26.997513702581358,75.77746787428083,3,1,4,0,1,1,8.8214,8.3187,0,0.494,0.355,0.275,5.07,0.564,1
26.916167611425216,75.80555508714899,2,2,1,0,1,1,1.2465,1.6127,1,0.234,0.345,0.203,0.81,0.65,2
26.919879120587588,75.87127112328255,18,4,4,0,0,0,8.4661,6.587,1,0.895,0.617,0.335,1.2,0.066,0
26.847677397301247,75.7869735545479,18,1,1,0,0,0,5.895,5.9589,3,0.853,0.309,0.598,0.39,0.202,0
26.842132545550623,75.77022482474541,2,5,11,1,1,1,6.2013,7.6653,0,0.499,0.261,0.557,0.14,0.646,1
26.85438111861912,75.86691085788814,1,1,2,0,1,1,10.8058,6.538,1,0.115,0.252,0.539,0.14,0.623,1
26.90305776694961,75.79217805386551,1,6,6,1,1,1,1.3688,1.1698,2,0.162,0.171,0.717,5.84,0.753,2
26.866548934628714,75.8160999086478,2,4,4,0,1,1,5.8543,2.6388,1,0.162,0.32,0.595,0.05,0.551,1
26.858614959317617,75.82167854871975,8,5,8,1,0,0,6.9219,3.4887,0,0.642,0.86,0.307,2.12,0.076,0
26.83228827855187,75.73593443819989,6,4,3,0,0,1,8.2159,10.5633,5,0.717,0.927,0.208,0.18,0.235,0
26.817706440774767,75.72358708701796,23,4,10,0,1,1,10.2944,12.6687,4,0.204,0.226,0.554,0.62,0.642,1
26.89428233043825,75.7977094361704,15,1,8,0,0,0,2.2977,2.3194,1,0.979,0.835,0.284,4.06,0.069,0
26.99131044537882,75.84727105118947,13,1,2,0,0,0,9.8142,7.9643,1,0.707,0.679,0.58,0.6,0.076,0
26.97938604735986,75.88418043614071,3,5,7,1,1,1,11.893,9.8919,1,0.209,0.125,0.749,0.25,0.691,2
26.86721104413744,75.79813560050316,11,3,7,0,0,0,4.6296,3.5055,2,0.604,0.396,0.74,4.14,0.172,0
26.93250337208673,75.82030733490926,14,6,12,1,0,0,3.1333,1.1774,2,0.753,0.663,0.228,0.36,0.163,0
26.828959733585027,75.80793042189327,1,5,11,1,1,1,8.7439,6.9067,1,0.215,0.22,0.631,0.71,0.686,2
26.90761008043982,75.82003423307253,20,0,1,0,0,1,3.1005,1.9547,3,0.705,0.717,0.231,1.37,0.266,0
26.879248778163394,75.84148244074916,12,5,6,1,0,0,6.8616,2.6665,0,0.63,0.81,0.497,2.33,0.093,0
26.861680406647825,75.85112046353484,3,1,4,0,1,1,8.9839,4.6706,3,0.244,0.146,0.75,0.29,0.651,2
26.901601154591592,75.72432658576773,6,4,8,0,0,1,5.0855,7.0921,5,0.94,0.475,0.494,0.5,0.311,0
27.001211867937325,75.6951853622737,4,3,3,0,1,1,14.1497,14.2031,2,0.327,0.376,0.22,2.39,0.562,1
26.997279239075308,75.88151164903307,8,3,4,0,0,0,12.8762,10.8986,4,0.932,0.326,0.558,0.52,0.122,0
26.827790640325844,75.82655775517563,2,3,9,0,1,1,10.0073,6.9435,2,0.226,0.271,0.674,0.77,0.598,1
26.989595549647238,75.81047263763647,3,0,11,0,1,1,7.9137,6.6153,1,0.448,0.126,0.725,1.51,0.593,1
26.972156647154733,75.88688682210667,17,6,1,1,0,0,11.728,9.7331,2,0.792,0.739,0.724,8.28,0.128,0
26.89595335643347,75.77157140045541,2,6,4,1,1,1,0.2864,2.526,6,0.242,0.2,0.378,0.53,0.89,2
26.815974786946683,75.88484447794721,13,3,8,0,0,0,15.2573,10.9235,2,0.687,0.965,0.672,0.19,0.089,0
26.988223661512436,75.87624640445829,6,6,7,1,0,1,11.7762,9.7898,2,0.996,0.462,0.766,2.1,0.207,0
26.914937702203304,75.73343396234355,1,1,7,0,1,1,4.4731,5.9858,1,0.175,0.338,0.41,0.12,0.631,1
26.989157176992688,75.87285045663904,0,3,5,0,1,1,11.5586,9.5806,2,0.403,0.315,0.292,3.38,0.546,1
26.857163522964527,75.79469488457869,14,2,7,0,0,0,5.2972,4.6016,2,0.951,0.486,0.278,4.39,0.17,0
26.984825523453093,75.84920321494498,22,5,9,1,1,1,9.3796,7.4814,2,0.263,0.224,0.356,2.57,0.7,2
26.828609243181532,75.73133664038997,21,5,8,1,0,1,8.8173,11.1845,1,0.94,0.647,0.488,1.79,0.217,0
26.88196184158044,75.82290323051181,4,1,5,0,1,1,5.2364,0.9486,2,0.419,0.304,0.71,4.04,0.572,1
26.979802665672736,75.82679429233386,6,0,10,0,0,1,7.5179,5.8339,3,0.952,0.91,0.218,3.5,0.163,0
26.87942377085183,75.83600165125833,23,4,1,0,1,1,6.403,2.1291,1,0.433,0.262,0.204,0.68,0.575,1
27.008637235605487,75.81366270540333,23,2,1,0,1,1,10.0545,8.7382,2,0.412,0.15,0.657,1.56,0.617,1
26.88077443320774,75.81382437862679,1,4,8,0,1,1,4.6181,1.2323,1,0.475,0.313,0.241,0.72,0.571,1
26.825870120293757,75.80373409203526,16,6,9,1,0,0,8.8388,7.3438,2,0.949,0.981,0.781,2.77,0.014,0
26.964052639185805,75.69221738329176,5,0,9,0,1,1,11.3269,12.0109,0,0.229,0.257,0.662,2.3,0.551,1
26.867125333256336,75.88672490003154,2,6,3,1,1,1,11.752,7.8296,2,0.418,0.314,0.332,0.17,0.687,2
26.94330224285623,75.74195190539965,2,4,2,0,1,1,5.9143,6.0913,2,0.477,0.238,0.583,1.01,0.533,1
27.009195529591967,75.76916680126301,21,6,4,1,0,1,10.3076,9.8904,2,0.612,0.756,0.421,4.0,0.239,0
27.006038685582947,75.72440510314063,12,0,10,0,0,0,12.3536,12.5209,6,0.613,0.945,0.57,3.18,0.173,0
26.83586163779248,75.7123371584405,7,4,10,0,0,0,9.4096,11.8918,2,0.797,0.345,0.549,0.63,0.178,0
26.874472391784717,75.77834402981637,1,4,2,0,1,1,2.7709,4.3257,0,0.129,0.23,0.488,1.83,0.562,1
26.95139637722531,75.85932447943784,13,5,10,1,0,0,7.9451,5.968,1,0.792,0.373,0.345,8.63,0.106,0
26.912177630690273,75.81093114686362,18,4,6,0,0,0,1.97,1.981,2,0.731,0.662,0.253,0.86,0.098,0
26.828115699431006,75.76668465524033,8,1,11,0,0,0,7.7659,9.0669,0,0.827,0.783,0.68,0.45,0.03,0
26.83331356806688,75.81458604990873,22,2,4,0,1,1,8.7206,6.3208,1,0.474,0.135,0.525,2.47,0.591,1
26.955217386426487,75.84764561661396,8,3,3,0,0,0,7.0306,5.0295,2,0.958,0.683,0.69,1.2,0.098,0
26.917680532187223,75.83361790435107,21,5,5,1,0,1,4.2943,2.9568,0,0.624,0.473,0.296,4.11,0.216,0
27.007573051163828,75.75467915835422,14,2,2,0,0,0,10.7015,10.5759,2,0.799,0.689,0.632,0.52,0.159,0
27.00735863242936,75.81736513726939,0,3,10,0,1,1,10.0095,8.6256,2,0.112,0.192,0.478,4.05,0.643,1
26.96094130424,75.77239866688961,18,0,2,0,0,0,5.191,5.4052,1,0.995,0.328,0.72,1.73,0.091,0
26.957451532083027,75.78463378828494,17,1,9,0,0,0,4.3134,4.1488,3,0.837,0.939,0.326,1.95,0.122,0
26.959022604483057,75.71361353702545,8,1,6,0,0,0,9.2225,9.6789,2,0.695,0.98,0.309,3.85,0.112,0
26.861846214880636,75.8614499802545,2,1,6,0,1,1,9.8017,5.5619,2,0.337,0.166,0.435,6.97,0.567,1
26.94374733290826,75.75233801284494,9,1,8,0,0,0,5.2845,5.2123,1,0.988,0.618,0.342,0.15,0.055,0
26.916354789711207,75.75470063528626,17,5,5,1,0,0,2.6523,3.6451,2,0.847,0.795,0.3,0.37,0.062,0
26.95968040301313,75.82006090552436,19,6,11,1,0,0,5.2094,3.4787,5,0.645,0.489,0.234,1.52,0.261,0
26.820268708133703,75.711721982802,16,0,11,0,0,0,10.7839,13.2273,2,0.803,0.329,0.289,8.63,0.209,0
26.813387996186883,75.87766235708465,17,2,11,0,0,0,14.8635,10.6435,3,0.796,0.767,0.284,0.06,0.116,0
26.95333615254733,75.72767069042459,3,1,5,0,1,1,7.7333,8.0285,2,0.369,0.244,0.721,0.39,0.583,1
26.980023057929625,75.87622284389481,3,0,12,0,1,1,11.2104,9.2122,4,0.112,0.381,0.614,2.26,0.596,1
26.944177094046534,75.76607288113084,17,1,5,0,0,0,4.1847,4.2418,1,0.863,1.0,0.229,7.56,0.065,0
26.986550690067453,75.84377709681165,9,4,4,0,0,0,9.1588,7.3116,4,0.867,0.865,0.657,3.2,0.104,0
26.975966843235007,75.71134181107412,22,2,4,0,1,1,10.8301,10.9943,1,0.23,0.223,0.438,2.38,0.575,1
26.90213872452451,75.73480882617487,21,5,5,1,0,1,3.9331,5.9368,1,0.629,0.722,0.601,1.93,0.215,0
26.88835715603585,75.85996672991436,16,3,5,0,0,0,8.0212,4.4401,2,0.736,0.566,0.439,1.74,0.144,0
26.93398101855869,75.84027665230843,1,0,11,0,1,1,5.2599,3.3896,3,0.178,0.122,0.588,4.57,0.601,1
26.997806908959262,75.69935347805792,13,6,5,1,0,0,13.5731,13.6078,2,0.794,0.48,0.371,0.73,0.175,0
26.92023225533505,75.7495615398312,1,0,6,0,1,1,3.3521,4.2782,2,0.265,0.154,0.309,2.29,0.577,1
26.917432676733412,75.8291092523445,4,5,5,1,1,1,3.7968,2.5387,0,0.327,0.192,0.778,1.32,0.673,2
26.922445308431254,75.69598250657097,5,5,8,1,1,1,8.6524,10.1974,5,0.185,0.291,0.447,3.66,0.786,2
26.883084275860547,75.7346741117949,17,5,7,1,0,0,4.2564,6.6867,3,0.867,0.367,0.574,1.2,0.158,0
26.846002841548973,75.83467474898883,17,0,2,0,0,0,8.9284,5.1482,2,0.609,0.749,0.564,1.58,0.109,0
26.890581199181106,75.80619526703724,2,5,3,1,1,1,3.3191,1.5337,2,0.378,0.233,0.457,2.53,0.696,2
27.01065119874044,75.71297885789083,17,0,6,0,0,0,13.5698,13.6746,0,0.89,0.705,0.364,0.17,0.036,0
26.991238174932825,75.72567346494375,18,4,3,0,0,0,11.0338,11.1074,1,0.742,0.349,0.511,0.14,0.173,0
26.859142416382088,75.79530238292091,13,1,1,0,0,0,5.147,4.3872,3,0.733,0.769,0.796,2.17,0.124,0
26.958530102047852,75.78034112245675,9,2,1,0,0,0,4.5759,4.568,0,0.825,0.97,0.305,2.34,0.034,0
26.919565536894616,75.70663528992935,11,1,11,0,0,0,7.4297,8.989,2,0.866,0.857,0.756,0.53,0.067,0
26.842883202666084,75.88579670043168,7,5,2,1,0,0,13.223,8.9829,5,0.902,0.389,0.696,3.05,0.187,0
26.819632076104956,75.74792567118907,11,6,9,1,0,0,9.0373,11.1809,1,0.635,0.956,0.532,0.73,0.087,0
26.901840508100967,75.80741886667212,13,4,12,0,0,0,2.442,1.9177,5,0.972,0.381,0.69,0.96,0.194,0
26.98601133802149,75.84848508002352,4,1,3,0,1,1,9.4305,7.5434,2,0.261,0.169,0.617,0.85,0.641,1
26.940594415469068,75.85179611272687,5,3,1,0,1,1,6.706,4.7861,0,0.445,0.378,0.492,1.86,0.547,1
26.847367725452084,75.78781321529269,5,5,6,1,1,1,5.9579,5.9294,1,0.247,0.139,0.215,0.29,0.75,2
26.922305907179005,75.88046443223065,13,6,11,1,0,0,9.49,7.6095,1,0.802,0.608,0.263,2.05,0.092,0
26.936317590979566,75.81734021847963,23,6,4,1,1,1,3.0708,1.075,1,0.412,0.249,0.235,10.54,0.622,1
26.951407045771713,75.88403578505269,8,1,12,0,0,0,10.4798,8.5546,1,0.649,0.512,0.261,2.36,0.11,0
26.91428442562996,75.8866393707706,3,3,1,0,1,1,10.1917,7.8728,3,0.311,0.239,0.278,4.35,0.606,1
26.851324502364154,75.76085187017546,15,1,4,0,0,0,5.2796,7.3877,4,0.766,0.637,0.212,0.6,0.197,0
26.8398219411458,75.79436202629051,14,2,5,0,0,0,7.0011,6.2547,1,0.696,0.983,0.681,6.42,0.077,0
26.834347239735504,75.79689189779474,7,1,1,0,0,0,7.6701,6.6888,2,0.795,0.405,0.395,2.67,0.148,0
26.887577657029155,75.76619525571401,21,1,7,0,0,1,1.2316,3.6166,5,0.875,0.606,0.353,3.68,0.296,0
26.992752398427086,75.77959549292495,10,2,2,0,0,0,8.2546,7.74,5,0.807,0.405,0.642,1.44,0.199,0
26.82073458012048,75.70425840320917,8,2,11,0,0,0,11.2608,13.7292,1,0.629,0.308,0.774,2.68,0.137,0
26.871707116257532,75.75724064594917,16,3,11,0,0,0,3.244,5.6156,2,0.67,0.369,0.596,2.89,0.139,0
26.816588992206185,75.70373433349529,17,2,1,0,0,0,11.6518,14.1118,4,0.682,0.385,0.569,2.98,0.205,0
26.918460426649833,75.69569024468633,3,2,3,0,1,1,8.5553,10.1909,4,0.333,0.329,0.687,2.14,0.556,1
26.8800535011989,75.8729167280652,18,2,1,0,0,0,9.7192,5.9766,1,0.773,0.608,0.568,5.73,0.084,0
26.836700275260185,75.72679409797199,3,4,7,0,1,1,8.3246,10.7569,3,0.445,0.357,0.751,0.58,0.581,1
26.90450789945483,75.85569971057801,11,5,6,1,0,0,6.9537,4.2774,3,0.818,0.989,0.762,0.09,0.052,0
26.838745754690915,75.83249598199706,13,4,9,0,0,0,9.3829,5.8559,2,0.936,0.813,0.525,1.78,0.083,0
26.871909690263767,75.80030439857181,3,3,10,0,1,1,4.3094,2.9684,4,0.285,0.123,0.348,2.59,0.687,2
26.832235619917444,75.76759886317225,6,2,1,0,0,1,7.3047,8.657,2,0.893,0.731,0.313,0.88,0.236,0
26.923245302826405,75.68834592270858,22,3,1,0,1,1,9.4869,11.0497,1,0.398,0.177,0.775,0.92,0.532,1
26.84217761006649,75.74842084309805,16,6,9,1,0,0,6.6431,8.9096,4,0.954,0.715,0.435,1.06,0.143,0
26.813043652720857,75.81121786749198,21,5,12,1,0,1,10.4814,8.5976,2,0.835,0.637,0.585,0.13,0.22,0
26.924696917591906,75.79943201888324,23,5,4,1,1,1,0.7168,1.3125,3,0.43,0.26,0.246,0.12,0.804,2
26.969379395422294,75.82883618694818,11,3,2,0,0,0,6.6445,4.8454,3,0.731,0.604,0.253,0.5,0.172,0
26.95953262284784,75.88696950227859,21,2,10,0,0,1,11.1118,9.1509,4,0.647,0.587,0.704,0.97,0.276,0
26.92995387217244,75.72419525062674,10,5,2,1,0,0,6.1993,7.2706,1,0.61,0.317,0.699,0.64,0.159,0
26.872145114717757,75.87543584902306,23,2,9,0,1,1,10.389,6.4647,1,0.449,0.356,0.312,3.25,0.542,1
26.908993774417073,75.71399599448318,9,5,7,1,0,0,6.3351,8.1455,0,0.891,0.648,0.462,2.62,0.105,0
26.84418163353387,75.80934502989552,10,3,12,0,0,0,7.4,5.2215,1,0.863,0.97,0.241,0.12,0.055,0
26.86474113674718,75.7366957598144,9,4,3,0,0,0,5.2245,7.716,2,0.904,0.615,0.666,0.14,0.098,0
26.81912272003666,75.69983064069108,6,3,11,0,0,1,11.7184,14.1939,1,0.813,0.588,0.408,4.6,0.166,0
26.94515793723512,75.87997888684271,12,5,12,1,0,0,9.8373,7.9478,2,0.768,0.482,0.638,7.96,0.11,0
26.943234920294817,75.72691952655195,5,4,10,0,1,1,6.9338,7.5256,4,0.146,0.162,0.335,0.58,0.69,2
26.924644557656507,75.79197818227487,9,3,9,0,0,0,0.6151,1.455,0,0.944,0.806,0.241,2.46,0.209,0
26.828745069149356,75.77896012830573,0,2,5,0,1,1,7.7514,8.1843,1,0.478,0.358,0.601,1.24,0.519,1
26.94259469343019,75.79638637388139,6,3,10,0,0,1,2.5127,2.0586,0,0.805,0.864,0.476,0.11,0.198,0
26.852672756427197,75.73902416697761,19,5,6,1,0,0,6.094,8.5246,1,0.903,0.664,0.323,4.2,0.135,0
26.986515685009202,75.73505924227631,14,3,8,0,0,0,9.9388,10.0651,3,0.626,0.625,0.746,1.55,0.151,0
26.833494739991327,75.81865602094486,21,1,9,0,0,1,8.9686,6.2739,4,0.809,0.501,0.676,1.72,0.268,0
26.97198283192318,75.76649409453249,15,6,12,1,0,0,6.5807,6.711,2,0.878,0.855,0.39,3.89,0.134,0
26.867780897475562,75.88400429454305,5,5,2,1,1,1,11.4543,7.5204,1,0.174,0.37,0.593,0.33,0.666,2
26.93545960501396,75.70399281699788,9,4,11,0,0,0,8.4244,9.5948,6,0.854,0.416,0.729,1.12,0.15,0
26.814921503995155,75.79925113672768,20,4,6,0,0,1,9.7766,8.6461,3,0.893,0.431,0.715,3.42,0.236,0
26.954448559724664,75.75017002263675,2,6,4,1,1,1,6.2756,6.2266,3,0.298,0.352,0.401,0.38,0.716,2
26.97759564254162,75.7074274957047,21,2,4,0,0,1,11.2383,11.4444,1,0.739,0.615,0.649,2.11,0.222,0
26.882874989321934,75.85558951061695,6,1,1,0,0,1,7.8875,4.0288,3,0.87,0.528,0.612,0.14,0.199,0
26.98354745178116,75.7327359114047,1,1,8,0,1,1,9.8753,9.9524,3,0.305,0.205,0.328,0.07,0.593,1
26.943032558106257,75.8749609636897,19,6,2,1,0,0,9.2365,7.3543,4,0.963,0.77,0.536,0.24,0.107,0
26.904471654240385,75.86021272190453,14,3,11,0,0,0,7.441,4.7439,3,0.769,0.329,0.644,5.0,0.143,0
26.984068335359826,75.74574364609238,18,1,12,0,0,0,8.9704,9.1958,3,0.985,0.809,0.383,3.54,0.075,0
26.98695076791323,75.70981607808238,22,3,8,0,1,1,11.9212,11.9352,2,0.197,0.123,0.481,0.72,0.624,1
26.871847561541724,75.7472838223014,12,1,3,0,0,0,3.8451,6.3239,1,0.961,0.897,0.601,1.8,0.09,0
